estu_nacionalidad	estu_depto_reside	estu_mcpio_reside	estu_estudiante	estu_nse_individual	estu_nse_establecimiento	punt_lectura_critica	punt_matematicas	punt_c_naturales	punt_sociales_ciudadanas	punt_ingles	punt_global	cole_jornada	cole_naturaleza	cole_area_ubicacion	fami_estratovivienda	estu_edad	estu_genero	fami_situacioneconomica	fami_comecarnepescadohuevo	fami_numlibros	estu_dedicacionlecturadiaria	estu_dedicacioninternet	fami_tienecomputador	tiene_vehiculo	edu_max_padres	hacinamiento	trabaja_cat	glo	cole_tipo
COLOMBIA	TOLIMA	ICONONZO	ESTUDIANTE	3	2	49	44	41	50	30	224	UNICA	OFICIAL	URBANO	Sin Estrato	Edad.17a18	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Más de 2 horas	No Navega Internet	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	58	61	57	55	82	298	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	72	40	60	68	82	308	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	26 A 100 LIBROS	Entre 1 y 2 horas	30 minutos o menos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	62	69	59	63	61	315	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Peor	Nunca o rara vez comemos eso	0 A 10 LIBROS	Entre 1 y 2 horas	No Navega Internet	No	VEH.No	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	1	2	45	49	45	48	44	233	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.SI	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	4	3	41	40	38	41	61	208	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	66	63	59	56	66	307	MAÑANA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	38	47	41	51	39	219	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	70	73	63	58	73	333	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	2	50	56	53	52	51	263	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	42	43	33	38	40	195	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	59	61	55	53	55	284	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	77	82	77	72	75	384	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	COYAIMA	ESTUDIANTE	1	2	34	29	37	35	43	172	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	3	51	66	50	45	63	269	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	PRADO	ESTUDIANTE	1	2	47	44	52	42	43	230	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	2	2	63	64	58	55	50	296	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.SI	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	3	2	62	69	62	65	59	320	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Peor	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	3	3	41	46	45	40	49	217	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	53	64	56	47	50	273	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	71	69	67	62	55	332	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	3	3	74	62	73	65	56	338	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ICONONZO	ESTUDIANTE	3	2	62	52	51	54	47	271	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	3	3	51	48	30	32	56	207	MAÑANA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	66	71	58	62	65	322	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	1	1	37	30	42	35	33	179	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	CUNDAY	ESTUDIANTE	2	2	67	66	57	62	70	318	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Peor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	3	2	67	77	65	63	61	337	UNICA	OFICIAL	RURAL	Estrato 3	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	2	2	52	44	49	30	40	217	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	49	40	45	34	43	210	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	67	62	59	60	53	307	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	61	58	50	47	66	275	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CARMEN DE APICALÁ	ESTUDIANTE	4	2	53	50	53	52	55	261	UNICA	OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	68	71	66	73	79	351	TARDE	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	2	56	61	52	51	55	275	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	2	1	59	57	55	60	49	285	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	58	67	55	55	49	290	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	48	49	55	34	39	230	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	44	46	41	47	52	225	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	65	83	71	63	59	348	UNICA	OFICIAL	RURAL	Estrato 2	Edad.17a18	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	50	39	40	42	37	212	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	2	2	61	52	55	57	57	282	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Más de 2 horas	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	69	70	63	53	75	323	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	2	2	54	51	50	54	50	260	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	4	68	67	48	61	73	310	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	49	53	48	45	42	241	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	45	45	37	31	31	194	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	3	3	59	57	48	56	56	275	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	CASABIANCA	ESTUDIANTE	1	2	70	56	66	69	54	322	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	53	64	62	63	52	299	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	ATACO	ESTUDIANTE	2	2	38	42	42	34	50	199	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	65	74	59	62	75	329	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	50	46	47	48	26	230	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	VILLARRICA	ESTUDIANTE	3	2	60	67	37	54	40	267	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Mejor	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	1	2	55	43	47	47	49	240	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.SI	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	55	68	67	69	57	321	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Peor	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	4	61	56	54	55	69	287	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	68	63	63	72	62	331	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	2	55	45	45	46	48	239	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	3	2	38	43	36	41	42	198	MAÑANA	OFICIAL	RURAL	Estrato 5	Edad.15a16	M	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	GUAMO	ESTUDIANTE	1	2	46	47	41	34	35	207	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	60	62	56	54	62	292	MAÑANA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	3	2	32	42	40	31	52	187	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	61	67	59	48	60	294	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	61	55	57	48	54	276	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	58	44	48	56	60	261	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Peor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	51	46	50	48	38	240	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	2	2	57	58	53	52	51	273	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	76	77	72	76	82	379	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	44	41	43	45	40	215	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Peor	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ICONONZO	ESTUDIANTE	2	2	58	63	62	47	53	286	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	50	51	52	57	42	258	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	48	56	48	43	45	242	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
